step,timestamp,gyro_z,euler_yaw,accel_y,accel_for_trim,raw_gyro_z,raw_euler_yaw,raw_accel_y,raw_steering,gained_steering,auto_trim,auto_trim_locked,auto_trim_p,auto_trim_active,heading_error,heading_hold,heading_hold_integral,lateral_trim,gained_with_trim,clipped_pre_slew,steering_slew_limited,clipped_steering,compute_ms,pid_error,pid_P,pid_I,pid_D,pid_integral,pid_model_raw,pid_static_bias,elapsed_s
0,1786853045.117128,-3.644080724489056,0.0,0.0,1.0010556554897125,-2.1109273308212666,309.02644958351897,1.0083959334931665,0.35,0.315,0.15,True,0.014576322897956224,True,0.0,0.0,0.0,0.0,0.4795763228979562,0.4795763228979562,False,0.4795763228979562,0.08390000584768131,3.644080724489056,1.822040362244528,0.027330605433667922,0.3401142009523119,0.5466121086733584,0.35,0.0,0.0
1,1786853045.2691193,-4.01593096539815,0.0,0.0,1.0866106079914015,-2.6421419606914003,308.8346587097535,1.1306172942098653,0.35,0.315,0.15,True,0.0160637238615926,True,0.0,0.0,0.0,0.0,0.4810637238615926,0.4810637238615926,False,0.4810637238615926,0.06990000110818073,4.01593096539815,2.007965482699075,0.05745008767415405,0.13674028277054232,1.149001753483081,0.35,0.0,0.1519913673400879
2,1786853045.4191585,-4.065553258371266,0.0,0.0,0.9741963298993024,-2.5536665616919554,308.5947828938537,0.9333590601489994,0.35,0.315,0.15,True,0.016262213033485066,True,0.0,0.0,0.0,0.0,0.48126221303348504,0.48126221303348504,False,0.48126221303348504,0.0701000026310794,4.065553258371266,2.032776629185633,0.08794173711193855,0.04565349884198687,1.758834742238771,0.35,0.0,0.3020305633544922
3,1786853045.5696402,-4.1936054372817235,0.0,0.0,0.9327576266193327,-2.715331548861273,308.3928917961242,0.9223384603599426,0.35,0.315,0.15,True,0.016774421749126894,True,0.0,0.0,0.0,0.0,0.4817744217491269,0.4817744217491269,False,0.4817744217491269,0.07100000220816582,4.1936054372817235,2.0968027186408618,0.11939377789155148,0.02564758635090542,2.3878755578310296,0.35,0.0,0.452512264251709
4,1786853045.720113,-4.130106781429571,0.0,0.0,1.0036511226543428,-2.5697396781108597,308.14846761811623,1.041374327529944,0.35,0.315,0.15,True,0.016520427125718287,True,0.0,0.0,0.0,0.0,0.48152042712571824,0.48152042712571824,False,0.48152042712571824,0.07129999721655622,4.130106781429571,2.0650533907147857,0.15036957875227328,0.001767734692404086,3.007391575045465,0.35,0.0,0.602985143661499
5,1786853045.8706264,-3.8465830912804675,0.0,0.0,0.9732795121866467,-2.191919544691633,307.9201595927931,0.967603385703945,0.35,0.315,0.15,True,0.015386332365121871,True,0.0,0.0,0.0,0.0,0.48038633236512185,0.48038633236512185,False,0.48038633236512185,0.06990000110818073,3.8465830912804675,1.9232915456402337,0.17921895193687676,-0.0259318906728618,3.584379038737535,0.35,0.0,0.7534985542297363
6,1786853046.0211248,-3.937723949229822,0.0,0.0,1.0391056508459489,-2.443630923254613,307.65483722466576,1.074657131131961,0.35,0.315,0.15,True,0.01575089579691929,True,0.0,0.0,0.0,0.0,0.48075089579691926,0.48075089579691926,False,0.48075089579691926,0.07059999916236848,3.937723949229822,1.968861974614911,0.20875188155610044,0.0007269128734145425,4.1750376311220085,0.35,0.0,0.9039969444274902
7,1786853046.1715953,-3.936466691962014,0.0,0.0,0.982663123917508,-2.4027744737508785,307.41112030705364,0.9658137475230587,0.35,0.315,0.15,True,0.015745866767848057,True,0.0,0.0,0.0,0.0,0.48074586676784803,0.48074586676784803,False,0.48074586676784803,0.07129999721655622,3.936466691962014,1.968233345981007,0.23827538174581556,0.00010072985036230256,4.765507634916311,0.35,0.0,1.0544674396514893
8,1786853046.3220766,-3.868771840735282,0.0,0.0,0.9048339136860732,-2.306606367970322,307.19634260038504,0.878818815876055,0.35,0.315,0.15,True,0.015475087362941129,True,0.0,0.0,0.0,0.0,0.4804750873629411,0.4804750873629411,False,0.4804750873629411,0.07029999687802047,3.868771840735282,1.934385920367641,0.25,-0.006287967159386308,5.0,0.35,0.0,1.2049486637115479
9,1786853046.4725852,-4.400316045607798,0.0,0.0,0.9278972784479568,-3.0949673111710863,306.99567065030834,0.945121855635075,0.35,0.315,0.15,True,0.01760126418243119,True,0.0,0.0,0.0,0.0,0.48260126418243116,0.48260126418243116,False,0.48260126418243116,0.0681000019540079,4.400316045607798,2.200158022803899,0.25,0.047724402306952234,5.0,0.35,0.0,1.3554573059082031
