step,timestamp,gyro_z,euler_yaw,accel_y,accel_for_trim,raw_gyro_z,raw_euler_yaw,raw_accel_y,raw_steering,gained_steering,auto_trim,auto_trim_locked,auto_trim_p,auto_trim_active,heading_error,heading_hold,heading_hold_integral,lateral_trim,gained_with_trim,clipped_pre_slew,steering_slew_limited,clipped_steering,compute_ms,diag_mode,diag_setpoint,elapsed_s
0,1786852982.8363428,-1.6605904504250861,0.0,0.0,0.2835269719487597,-0.12743705675729633,1.7606441404472875,0.2908672499522135,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.03879999712808058,open_loop,0.0,0.0
1,1786852982.988146,-1.199266293306708,0.0,0.0,0.3683851921253758,0.531597453411815,1.8144106938052298,0.41209327877595087,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05490000330610201,open_loop,0.0,0.15180325508117676
2,1786852983.1386254,-1.042822141873898,0.0,0.0,0.34535850792855166,0.5573787452650957,1.887685459382275,0.3428302069905095,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05480000254465267,open_loop,0.0,0.30228257179260254
3,1786852983.2891023,-1.2590735399194588,0.0,0.0,0.22431970543754726,0.18140068315737595,1.937763967939001,0.17978621094485642,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.053499999921768904,open_loop,0.0,0.4527595043182373
4,1786852983.439136,-0.6892532838446925,0.0,0.0,0.3894182370784004,1.088108790997997,2.0290199988012905,0.46751502864221983,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.052100003813393414,open_loop,0.0,0.6027932167053223
5,1786852983.589659,-1.0173391266758733,0.0,0.0,0.2787056868198605,0.3752060486356958,2.0486374185937395,0.23859772899822584,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.052100003813393414,open_loop,0.0,0.7533161640167236
6,1786852983.7401478,-1.3640283532042643,0.0,0.0,0.2859823827500041,0.020543943379929264,2.1048115213317806,0.2964412447235195,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05300000339047983,open_loop,0.0,0.9038050174713135
7,1786852983.8906202,-1.2473552835851918,0.0,0.0,0.4856171819431142,0.3358008542050574,2.1198643196900586,0.5785152310293296,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05239999882178381,open_loop,0.0,1.0542774200439453
8,1786852984.0410972,-1.2993846102831852,0.0,0.0,0.37302089317566234,0.21147050051403588,2.123729211200182,0.3321056188502083,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05249999958323315,open_loop,0.0,1.20475435256958
9,1786852984.1916308,-1.1065202797968499,0.0,0.0,0.3741391784821463,0.5092892555079407,2.1365571132833514,0.3819587216169504,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05149999924469739,open_loop,0.0,1.355288028717041
10,1786852984.3420422,-1.315874403777218,0.0,0.0,0.3097496233929421,0.127555793898985,2.1890900351999867,0.289494377786737,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05329999839887023,open_loop,0.0,1.5056993961334229
11,1786852984.4920917,-1.289043312732447,0.0,0.0,0.2842774404905528,0.25560911995453034,2.224622933366387,0.280701068678697,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.054700001783203334,open_loop,0.0,1.6557488441467285
12,1786852984.6425955,-0.9267431647804836,0.0,0.0,0.3199141346059477,0.7616817208667189,2.2665554160117853,0.34252728151599937,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05400000372901559,open_loop,0.0,1.8062527179718018
13,1786852984.7926588,-0.961789219992548,0.0,0.0,0.20657240518859493,0.5563444357272141,2.368452622401146,0.1653376562988976,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05110000347485766,open_loop,0.0,1.9563159942626953
14,1786852984.943021,-1.2445201012580547,0.0,0.0,0.2465415837183096,0.16746291472451758,2.3707715334168156,0.2710115096630697,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.051700000767596066,open_loop,0.0,2.1066782474517822
15,1786852985.0930998,-1.1693129493493264,0.0,0.0,0.23690360147492012,0.3960720808507752,2.380654474497673,0.24011331565977848,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.0518000015290454,open_loop,0.0,2.2567570209503174
