step,timestamp,gyro_z,euler_yaw,accel_y,accel_for_trim,raw_gyro_z,raw_euler_yaw,raw_accel_y,raw_steering,gained_steering,auto_trim,auto_trim_locked,auto_trim_p,auto_trim_active,heading_error,heading_hold,heading_hold_integral,lateral_trim,gained_with_trim,clipped_pre_slew,steering_slew_limited,clipped_steering,compute_ms,diag_mode,diag_setpoint,elapsed_s
0,1786852986.897417,-1.3714915931794907,0.0,0.0,0.2313174124055924,0.16166180048829898,2.652767554027449,0.23865769040904625,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.037099998735357076,open_loop,0.0,0.0
1,1786852987.0489943,-0.7775943280675292,0.0,0.0,0.15899590127588842,1.0100864649339583,2.6493167112668385,0.1353412459380406,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05300000339047983,open_loop,0.0,0.15157723426818848
2,1786852987.1990986,-1.067349508817681,0.0,0.0,0.31250135663133677,0.3416230931000436,2.695933389866753,0.3856296869299828,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05729999975301325,open_loop,0.0,0.3016815185546875
3,1786852987.349498,-0.8482525279825596,0.0,0.0,0.1757205358986363,0.778799571757425,2.725930506817111,0.12444046215950424,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.08529999468009919,open_loop,0.0,0.45208096504211426
4,1786852987.4999561,-1.2285027233801915,0.0,0.0,0.3193585695914179,0.14168630083147002,2.770202731585108,0.38825800489177814,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05450000026030466,open_loop,0.0,0.6025390625
5,1786852987.6503046,-1.3171216199310063,0.0,0.0,0.27378908999107576,0.1780522466435771,2.7790805884254968,0.26159959102295444,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05490000330610201,open_loop,0.0,0.752887487411499
6,1786852987.8005128,-1.2006704463286488,0.0,0.0,0.3169935456408279,0.3823905931687226,2.7546667416803787,0.3428500189227469,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.08379999781027436,open_loop,0.0,0.9030957221984863
7,1786852987.9509904,-1.4752103208756864,0.0,0.0,0.30562628367580424,-0.0597168734423415,2.8014844821354825,0.3080948779799622,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.052900002629030496,open_loop,0.0,1.0535733699798584
8,1786852988.1012528,-1.406991630390419,0.0,0.0,0.28989474257027964,0.15539834491391355,2.8519120921578183,0.29049293152850864,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.05819999933009967,open_loop,0.0,1.2038357257843018
9,1786852988.2514343,-1.071511966352559,0.0,0.0,0.39673407521688997,0.6054184261885993,2.895494398146478,0.44986263864031967,0.0,0.0,0.15,True,0.0,False,0.0,0.0,0.0,0.0,0.15,0.15,False,0.15,0.0577000027988106,open_loop,0.0,1.3540172576904297
